name	n_dependents	n_tp_dependents	own_download_count
fluent-syntax	2	0	1960029
ansicon	1	0	1003925
roifile	1	0	67326
flashinfer-python	2	0	2200667
localstack-ext	1	0	551145
kaggle	2	0	386230
pyobjc-framework-oslog	1	0	442771
opentelemetry-instrumentation-aiohttp-server	1	0	848352
pyeapi	1	0	140703
datedelta	1	0	69882
pyobjc-framework-intents	2	0	445358
pyobjc-framework-photosui	1	0	445020
td-client	1	0	329158
earthkit-meteo	1	0	58356
atlassian-python-api	3	0	12569663
datarecorder	1	0	5181795
types-oauthlib	1	0	1874284
cpm-kernels	1	0	61969
walrus	1	0	118725
arcp	1	0	175605
jsoncomparison	1	0	537271
gcs-oauth2-boto-plugin	1	0	360410
pan-python	1	0	191619
genshi	2	0	171761
pyobjc-framework-gamesave	1	0	358060
pymavlink	1	0	391981
geode-explicit	1	0	109720
pyobjc-framework-screensaver	1	0	447870
propka	1	0	1196547
pyobjc-framework-pencilkit	1	0	437055
pywin32-ctypes	2	0	11794056
cutensornet-cu12	1	0	60517
azure-functions	1	0	4551618
mirakuru	4	0	3126728
pytest-ordering	1	0	5037417
tflite-runtime	1	0	67931
mysql-mimic	1	0	88098
gast	13	0	17825722
kim-edn	2	0	343306
htmldocx	2	0	638860
pyobjc-framework-accessibility	1	0	442538
signedjson	1	0	58476
pyobjc-framework-coreml	2	0	627290
cassandra-driver	5	0	5737510
trustcall	1	0	550087
readability-lxml	3	0	1043533
dm-tree	7	0	3559191
mock-open	1	0	117650
h3	1	0	9723282
aws-cdk-custom-resources	1	0	143562
ago	1	0	150799
retry-decorator	2	0	300549
wheel-filename	1	0	398727
soc4onnx	1	0	103776
nvidia-cudnn-cu12	1	0	40828097
ovs	3	0	63751
downloadkit	1	0	5180321
tincan	1	0	80089
ppft	1	0	16780827
opentelemetry-instrumentation-django	4	0	22539628
pytorch-wpe	1	0	180791
gitdb	5	0	126987259
fastapi-users	2	0	663786
openhands-tools	1	0	660665
resemble-perth	1	0	168163
opentelemetry-container-distro	1	0	773628
nucliadb-protos	3	0	151031
pyats-topology	4	0	238216
starlette-cramjam	1	0	218039
pyobjc-framework-modelio	1	0	445216
aiorwlock	1	0	2787999
accumulation-tree	1	0	277404
presto-python-client	1	0	3476639
webvtt-py	1	0	1685796
azure-servicebus	1	0	17551560
authheaders	1	0	100239
polygon-api-client	1	0	568842
fla-core	1	0	123494
pysimdjson	1	0	972362
cowsay	2	0	309599
dataclass-wizard	2	0	4189028
microsoft-kiota-serialization-form	3	0	5777339
teradatasqlalchemy	2	0	3626857
aws-cdk-aws-events	2	0	163225
vmware-vapi-runtime	2	0	94371
blockdiag	1	0	118995
scann	1	0	153677
pytoniq-core	1	0	115338
zigpy	6	0	559338
python-levenshtein	1	0	10894521
nvidia-cudnn-frontend	1	0	1931109
vine	2	0	34395879
titiler-extensions	1	0	56992
google-adk	1	0	3343210
docx2pdf	1	0	455838
categorical-distance	1	0	48376
azure-multiapi-storage	1	0	1474560
pyobjc-framework-iosurface	1	0	438939
twiggy	1	0	118267
exifread-nocycle	1	0	64246
onnxscript	1	0	2029451
daytona-api-client	2	0	987692
autobahn	3	0	3791268
flashy	1	0	118448
pyrdfa3	1	0	314769
nvidia-curand-cu12	1	0	40372288
acachecontrol	1	0	338266
speechrecognition	2	0	6071406
pystemmer	1	0	856543
json-fix	1	0	199895
recognizers-text-number	3	0	52500
faust-cchardet	1	0	478702
euclid3	1	0	77034
daytona-toolbox-api-client-async	2	0	810895
aws-cdk-aws-codebuild	1	0	136054
cirq-ionq	1	0	106082
timeout-decorator	1	0	2886546
async-property	3	0	4128476
mosek	1	0	273510
pyobjc-framework-mediatoolbox	1	0	444518
pyobjc-framework-screentime	1	0	436155
notifiers	1	0	443918
ip3country	1	0	6310753
pcodedmp	1	0	1530470
cirq-core	7	0	267252
pyobjc-framework-gamekit	1	0	444974
sonora	1	0	75523
tfx-bsl	2	0	224987
pdbufr	1	0	58408
pysftp	1	0	11445327
trulens-dashboard	1	0	53244
python-daemon	5	0	15508457
streamlit-keyup	1	0	339709
aia	1	0	97497
opentelemetry-instrumentation-aiokafka	2	0	1706720
validator-collection	1	0	524431
mltable	1	0	188456
earthkit-utils	2	0	56682
rocksdict	1	0	461412
stim	3	0	240986
py-spy	1	0	14208362
anki	1	0	892875
genie-libs-parser	1	0	142020
pyats-log	8	0	235809
tiered-debug	1	0	135291
sam4onnx	1	0	104671
exotel	1	0	55526
snowflake-cli	1	0	491162
pyobjc-framework-uniformtypeidentifiers	1	0	477091
chameleon	2	0	205660
azure-mgmt-resource-deploymentscripts	1	0	4702417
pyobjc-framework-servicemanagement	1	0	441429
juju	1	0	202935
trulens-otel-semconv	1	0	47887
jobflow	2	0	420380
mozlog	1	0	181679
vonage-network-number-verification	1	0	135153
dash-extensions	1	0	295693
pyobjc-framework-coremidi	1	0	444468
semantic-link-sempy	7	0	1490925
os-traits	1	0	105868
pyobjc-framework-security	5	0	496567
xmljson	1	0	1599648
pinecone-plugin-assistant	1	0	14299032
semantic-link-functions-holidays	1	0	265443
multitasking	2	0	5356229
dj-database-url	1	0	4715111
python-datauri	1	0	155816
rmm-cu12	5	0	178100
onnx2torch-py313	1	0	122270
pyobjc-framework-callkit	1	0	441690
python-barbicanclient	1	0	194183
compress-pickle	1	0	340212
httpstan	1	0	908055
pycarlo	2	0	749747
fastapi-pagination	1	0	3184915
invenio-rest	1	0	78666
dask-image	2	0	207247
jsonrpcserver	1	0	52984
umf	1	0	338371
tortoise-orm	1	0	444130
xarray-spatial	1	0	69843
edx-bulk-grades	1	0	87355
localstack-core	1	0	1802816
invenio-base	2	0	57367
opentelemetry-instrumentation-aiopg	2	0	1206448
dagster-pipes	1	0	4421650
jupyter-lsp	2	0	31019525
libucx-cu12	1	0	163671
openedx-events	5	0	98885
iterators	1	0	606184
qase-python-commons	1	0	120314
microsoft-security-utilities-secret-masker	2	0	5402164
faicons	1	0	312087
lazr-restfulclient	1	0	206762
liquidpy	1	0	112185
juliapkg	1	0	118697
edx-submissions	1	0	92557
pyobjc-framework-usernotificationsui	1	0	436230
pyqt6-sip	2	0	2451997
fhir-core	1	0	408845
cuequivariance-ops-cu13	1	0	365672
sagemaker-mlops	1	0	1328863
pulumi-docker-build	1	0	217878
django-pgtrigger	1	0	894214
encodec	2	0	339204
nvidia-cufft-cu12	1	0	40619963
tf-keras-nightly	1	0	28500938
mkl-include	1	0	98850
django-render-block	1	0	177098
momentchi2	1	0	99652
authcaptureproxy	2	0	524161
aws-cdk-aws-lambda	3	0	165275
deltalake	1	0	17052989
schemainspect	1	0	121081
azureml-inference-server-http	1	0	222615
plucky	2	0	49730
django-tenants	1	0	553810
aimrocks	1	0	103792
julia	1	0	93352
transforms3d	1	0	491669
pyobjc-framework-systemextensions	1	0	442725
azure-data-tables	1	0	12381026
phonemizer-fork	1	0	231005
art	4	0	1115330
ctranslate2	2	0	3995927
genie-libs-health	1	0	140146
drf-dynamic-fields	1	0	207711
ibm-cos-sdk	2	0	1050984
google-pasta	7	0	27496956
opentelemetry-instrumentation-starlette	3	0	2694600
simplecosine	1	0	47835
bettermap	1	0	85899
chrome-devtools-protocol	1	0	67039
promptflow-devkit	1	0	352360
zope-i18n	6	0	143824
jupysql-plugin	1	0	90699
rouge	2	0	1151515
pyobjc-framework-safariservices	1	0	444969
pyobjc-framework-mediaaccessibility	1	0	438890
ag-ui-protocol	2	0	4475450
pyhocon	1	0	5154048
hkdf	1	0	50207
pythreejs	1	0	133165
apache-beam	8	0	37330702
courlan	1	0	3640777
pyobjc-framework-networkextension	1	0	445027
py-bip39-bindings	1	0	195758
guardrails-hub-types	1	0	129963
django-mptt	1	0	1043105
junit-xml-2	1	0	257545
py-multicodec	2	0	186764
twython	1	0	141251
titiler-core	3	0	79134
starlette-testclient	1	0	1057155
types-tabulate	1	0	12524806
locate	1	0	748720
pygtail	2	0	143812
pywinauto	3	0	1541463
citeproc-py	1	0	100044
pylance	2	0	3472943
lbt-honeybee	1	0	123000
facexlib	1	0	987842
runs	1	0	4011107
apkinspector	1	0	1152803
sphinxcontrib-websupport	1	0	1517004
prettyplotlib	1	0	167831
pulumi	28	0	4687572
s3transfer	3	0	646171099
opentelemetry-instrumentation-falcon	3	0	1533630
ihm	1	0	64369
suds-community	1	0	2119335
mp-api	1	0	909654
pylibsrtp	1	0	1616884
nvidia-cufile-cu12	1	0	29992624
lion-pytorch	1	0	136957
sphinx-press-theme	1	0	78218
pyspellchecker	4	0	829618
azure-mgmt-servicelinker	1	0	5148834
aws-cdk-aws-imagebuilder	1	0	92820
pyobjc-framework-backgroundassets	1	0	438311
entmax	1	0	51561
apache-airflow-task-sdk	1	0	3101971
azure-mgmt-eventgrid	1	0	6818281
snakemake-interface-report-plugins	1	0	83505
google	1	0	4705053
dagit	1	0	319135
ciscoisesdk	1	0	354932
pyod	2	0	1059874
web-fragments	3	0	104628
pyrepl	1	0	979127
pdfrw2	1	0	204544
demisto-py	1	0	113490
gremlinpython	1	0	20196560
opentelemetry-propagator-aws-xray	4	0	6074400
fastlite	1	0	668036
sqlalchemy-json	1	0	1040137
python-keycloak	1	0	5982313
cuda-toolkit	5	0	365695
allure-python-commons	5	0	6012903
openvino	2	0	1168180
opentelemetry-instrumentation-cassandra	2	0	1186754
optimistix	1	0	365677
aws-cdk-aws-s3	2	0	168741
dimod	3	0	154875
scikit-plot	1	0	395801
vasprun-xml	1	0	365219
llama-index-program-openai	1	0	845277
pyobjc-framework-speech	1	0	443370
stix2-patterns	2	0	803929
pyuca	1	0	232795
behavex-images	1	0	86550
graphql-relay	1	0	27767147
crewai	2	0	4820868
pyobjc-framework-storekit	1	0	445247
vonage-numbers	1	0	135781
python-lsp-ruff	1	0	249355
aws-sam-translator	2	0	37879679
grpcio-channelz	1	0	118916
adafruit-circuitpython-requests	1	0	93732
imagecodecs	2	0	1181939
future-fstrings	1	0	753113
recognizers-text-choice	1	0	51180
mineru-vl-utils	1	0	254934
randomname	2	0	396807
types-paramiko	4	0	12704387
cmarkgfm	1	0	337985
pyobjc-framework-contacts	2	0	457151
vonage-video	1	0	137185
pystow	2	0	107280
emcee	2	0	386155
strsimpy	1	0	323811
mo-dots	4	0	230967
namex	2	0	7878117
streamlit-card	1	0	348381
autograd-gamma	2	0	1895237
pymatching	1	0	124537
sphinx-tabs	1	0	1465589
tensorflow-model-optimization	3	0	656536
pgpy	1	0	6160783
asdf-wcs-schemas	1	0	127885
liac-arff	1	0	56950
python-swiftclient	4	0	523324
azure-mgmt-iothubprovisioningservices	1	0	6470427
azure-mgmt-servicefabricmanagedclusters	1	0	5154572
pdbp	1	0	698897
streamlit-avatar	1	0	155756
django-extra-views	1	0	169895
openinference-instrumentation-crewai	1	0	88655
alchemy-mock	1	0	257211
django-reversion	1	0	1234710
deepl	1	0	502784
pylint-celery	2	0	347713
opentelemetry-instrumentation-pymongo	2	0	2590212
lightkube-models	1	0	270757
hangul-romanize	1	0	206016
crate	2	0	79901
conformer	1	0	397290
yarg	1	0	1002030
backports-tempfile	2	0	1399508
casefy	2	0	2808314
syncer	1	0	347435
asdf-standard	5	0	215802
taskiq	3	0	564867
missingno	1	0	238872
azure-mgmt-iotcentral	1	0	6463469
datafiles	1	0	72919
hdbscan	2	0	1404808
trickkiste	1	0	233451
torch-complex	1	0	209751
tfds-nightly	1	0	161121
pyobjc-framework-avrouting	1	0	438143
webrtcvad	1	0	501529
ntc-templates	1	0	741769
depyf	2	0	3223037
pyobjc-framework-photos	3	0	452295
rudder-sdk-python	1	0	212606
asciitree	2	0	828348
pyqtwebengine	1	0	373602
tree-sitter-rust	1	0	1910540
cdktf-cdktf-provider-google	1	0	81816
stopwatch-py	1	0	82222
pytoml	1	0	430933
hexbytes	5	0	6396306
openhands-aci	1	0	828155
apimatic-core-interfaces	3	0	112598
click-log	3	0	2474692
eth-bloom	1	0	267833
azureml-pipeline	1	0	346353
types-defusedxml	1	0	1277497
listcrunch	1	0	163910
objgraph	1	0	1031995
adafruit-blinka	4	0	132231
tap-py	1	0	140857
azure-cli-core	1	0	6403849
sorl-thumbnail	1	0	429056
jalali-core	1	0	154729
django-ninja-extra	1	0	234125
pyobjc-framework-latentsemanticmapping	1	0	441411
cadquery-ocp	1	0	165943
flask-appbuilder	1	0	12244257
azure-batch	2	0	20636058
monai	1	0	309576
large-image-source-tiff	2	0	60696
pykaos	1	0	213342
kvf	1	0	73654
sec-downloader	1	0	72834
teradatasql	3	0	7377614
openinference-instrumentation-bedrock	1	0	107950
yandexcloud	2	0	214754452
grapheme	2	0	963488
fxrays	1	0	98634
pygrinder	2	0	101485
oslo-i18n	38	0	1152014
python-rapidjson	4	0	4465288
nvidia-nvjitlink-cu12	4	0	41831132
edx-search	1	0	90712
cfgv	1	0	92443350
azure-mgmt-datafactory	1	0	9499522
editor	2	0	4015981
clu	2	0	394956
ssh2-python	1	0	210205
sor4onnx	1	0	104306
flyteidl2	1	0	142920
os-vif	1	0	88621
colcon-python-setup-py	1	0	152882
webdriver-manager	5	0	9731217
libhoney	1	0	581804
haystack-experimental	1	0	480754
rpaframework-pdf	1	0	424515
tensorflow-hub	4	0	1665800
pyobjc-framework-discrecording	2	0	446883
verlib2	4	0	244405
cxxfilt	1	0	517251
pyfunceble-dev	1	0	138506
methodtools	5	0	9275200
snappy-manifolds	2	0	88222
jaydebeapi	1	0	14020850
jupyter-leaflet	1	0	201317
lazr-delegates	1	0	180674
jnjrender	1	0	106109
cfn-lint	1	0	35385958
py-deviceid	1	0	5068031
pysnmp	2	0	1049201
keyboard	2	0	723209
sphinx-mdinclude	1	0	435064
jupyter-ui-poll	1	0	190545
snaptime	1	0	408509
scalar-fastapi	1	0	622456
win-precise-time	1	0	137973
microsoft-agents-copilotstudio-client	1	0	254985
pyvad	1	0	191701
cpe	1	0	156182
rjsmin	1	0	1844628
snd4onnx	1	0	104624
babelfish	1	0	98305
haystack-ai	1	0	518570
tensorrt-cu12-bindings	1	0	171105
sahi	1	0	287141
basemap-data	1	0	101750
borsh-construct	2	0	62559
rangehttpserver	2	0	492565
pyobjc-framework-scriptingbridge	1	0	438954
uproot3	1	0	101138
extra-platforms	1	0	97477
openshift-client	1	0	131526
greenback	1	0	5094487
drf-yasg	2	0	3153956
promptflow-tracing	2	0	348296
rapids-dask-dependency	4	0	213030
soa4onnx	1	0	106347
pyobjc-framework-multipeerconnectivity	1	0	445318
gptcache	1	0	454771
apeye	2	0	659270
jplephem	1	0	582751
dynet38	1	0	130319
kivy-deps-angle	1	0	75006
fabric	4	0	9815942
python-cinderclient	2	0	523644
pyats-aetest	3	0	239260
flask-sock	2	0	774764
microsoft-agents-hosting-core	3	0	311692
azure-mgmt-media	1	0	6484229
cfn-flip	2	0	3464805
configupdater	3	0	4260533
aws-cdk-aws-s3-assets	1	0	161871
streamingjson	1	0	272804
praat-parselmouth	1	0	246814
qstylizer	1	0	66402
types-tqdm	2	0	5624499
samplerate	1	0	177579
glcontext	1	0	357414
connection-pool	1	0	68528
pyobjc-framework-medialibrary	1	0	438696
fasttransform	1	0	326809
mypy-boto3-s3	1	0	42549692
gvgen	1	0	124777
pyobjc-framework-preferencepanes	1	0	441379
music-assistant-models	1	0	160166
sagemaker-core	4	0	8977236
azureml-pipeline-core	2	0	447758
decord	1	0	2117520
www-authenticate	1	0	710514
pyobjc-framework-devicediscoveryextension	1	0	420709
iregexp-check	1	0	146378
ulid-py	1	0	2344114
nwdiag	1	0	64197
genie-libs-clean	1	0	141117
ntlm-auth	1	0	1054801
xdg-base-dirs	1	0	250214
exchangelib	1	0	1428237
sysv-ipc	1	0	131141
filechunkio	1	0	116270
django-taggit	2	0	1326278
fs	4	0	7933274
rest-connector	1	0	134954
zlib-ng	1	0	334412
llama-index-indices-managed-llama-cloud	1	0	6670540
pyvalid	1	0	351607
findspark	1	0	2326912
datarobot	2	0	345694
jieba	3	0	1332919
benchpots	1	0	101295
miniaudio	2	0	176285
py-multibase	2	0	194820
eth-keyfile	2	0	5408213
tensorboard-data-server	2	0	18644302
icontract	1	0	330025
serpent	1	0	413566
sceptre-file-resolver	1	0	108069
recognizers-text	5	0	53873
scikit-datasets	1	0	59525
durabletask-azuremanaged	1	0	199586
aws-cdk-aws-ssm	1	0	153137
aws-cryptography-internal-kms	1	0	131525
imbalanced-learn	1	0	11824586
ghapi	2	0	6835757
iterpop	1	0	122982
