rank	name	verdict	download_count	n_direct_deps	n_in_dataset	n_tp	n_notp	n_unk	dep_tp_ratio
3440	mypy-boto3-servicecatalog-appregistry	notp	1323362	1	1	1	0	0	1.0
3441	mypy-boto3-tnb	notp	1323259	1	1	1	0	0	1.0
3442	mypy-boto3-swf	notp	1323158	1	1	1	0	0	1.0
3443	azure-mgmt	notp	1323072						
3444	mypy-boto3-kendra	notp	1323036	1	1	1	0	0	1.0
3445	backports-functools-lru-cache	notp	1322891						
3446	fast-langdetect	tp	1322801	3	3	2	1	0	0.6666666666666666
3447	torch-pitch-shift	notp	1322801						
3448	mypy-boto3-mediapackage	notp	1322794	1	1	1	0	0	1.0
3449	mypy-boto3-location	notp	1322550	1	1	1	0	0	1.0
3450	mypy-boto3-sagemaker-edge	notp	1322548	1	1	1	0	0	1.0
3451	mypy-boto3-vpc-lattice	notp	1322526	1	1	1	0	0	1.0
3452	mypy-boto3-application-insights	notp	1322377	1	1	1	0	0	1.0
3453	markdown-graphviz-inline	tp	1322365	1	1	0	1	0	0.0
3454	mypy-boto3-chime-sdk-identity	notp	1322283	1	1	1	0	0	1.0
3455	tentaclio	notp	1322196	8	8	4	4	0	0.5
3456	mypy-boto3-s3outposts	notp	1321936	1	1	1	0	0	1.0
3457	mypy-boto3-iotanalytics	notp	1321858	1	1	1	0	0	1.0
3458	mypy-boto3-support-app	notp	1321565	1	1	1	0	0	1.0
3459	mypy-boto3-connectcases	notp	1321044	1	1	1	0	0	1.0
3460	autoevals	notp	1320918	4	4	2	2	0	0.5
3461	anybadge	tp	1320684	1	1	1	0	0	1.0
3462	mypy-boto3-lexv2-runtime	notp	1320631	1	1	1	0	0	1.0
3463	mypy-boto3-apigatewayv2	notp	1320593	1	1	1	0	0	1.0
3464	mypy-boto3-shield	notp	1320525	1	1	1	0	0	1.0
3465	mypy-boto3-backup-gateway	notp	1320504	1	1	1	0	0	1.0
3466	mypy-boto3-payment-cryptography	notp	1320338	1	1	1	0	0	1.0
3467	mypy-boto3-finspace-data	notp	1320137	1	1	1	0	0	1.0
3468	mypy-boto3-bedrock-data-automation	notp	1319933	1	1	1	0	0	1.0
3469	mypy-boto3-cloudtrail-data	notp	1319841	1	1	1	0	0	1.0
3470	mypy-boto3-codecatalyst	notp	1319371	1	1	1	0	0	1.0
3471	mypy-boto3-clouddirectory	notp	1319071	1	1	1	0	0	1.0
3472	mypy-boto3-snow-device-management	notp	1318978	1	1	1	0	0	1.0
3473	mypy-boto3-wellarchitected	notp	1318387	1	1	1	0	0	1.0
3474	mypy-boto3-deadline	notp	1318269	1	1	1	0	0	1.0
3475	mypy-boto3-storagegateway	notp	1318016	1	1	1	0	0	1.0
3476	mypy-boto3-elasticbeanstalk	notp	1317937	1	1	1	0	0	1.0
3477	pymatting	notp	1317817	4	4	3	1	0	0.75
3478	mypy-boto3-cloud9	notp	1317590	1	1	1	0	0	1.0
3479	azure-mgmt-powerbiembedded	notp	1317113						
3480	mypy-boto3-kafka	notp	1316808	1	1	1	0	0	1.0
3481	mypy-boto3-appintegrations	notp	1316748	1	1	1	0	0	1.0
3482	mypy-boto3-cur	notp	1316697	1	1	1	0	0	1.0
3483	mypy-boto3-simspaceweaver	notp	1316511	1	1	1	0	0	1.0
3484	mypy-boto3-route53-recovery-cluster	notp	1316293	1	1	1	0	0	1.0
3485	gherkin-official	tp	1316259	1	1	1	0	0	1.0
3486	mypy-boto3-marketplace-catalog	notp	1316158	1	1	1	0	0	1.0
3487	mypy-boto3-braket	notp	1315806	1	1	1	0	0	1.0
3488	mypy-boto3-docdb-elastic	notp	1315523	1	1	1	0	0	1.0
3489	mypy-boto3-mgn	notp	1315470	1	1	1	0	0	1.0
3490	mypy-boto3-codestar-connections	notp	1315374	1	1	1	0	0	1.0
3491	mypy-boto3-dax	notp	1315328	1	1	1	0	0	1.0
3492	mypy-boto3-proton	notp	1315299	1	1	1	0	0	1.0
3493	mypy-boto3-sagemaker-metrics	notp	1315171	1	1	1	0	0	1.0
3494	mypy-boto3-gamelift	notp	1315122	1	1	1	0	0	1.0
3495	mypy-boto3-route53-recovery-readiness	notp	1315070	1	1	1	0	0	1.0
3496	mypy-boto3-iottwinmaker	notp	1314857	1	1	1	0	0	1.0
3497	mypy-boto3-workspaces-web	notp	1314701	1	1	1	0	0	1.0
3498	mypy-boto3-mediapackagev2	notp	1314267	1	1	1	0	0	1.0
3499	mypy-boto3-kinesisvideo	notp	1314096	1	1	1	0	0	1.0
3500	mypy-boto3-license-manager-linux-subscriptions	notp	1314093	1	1	1	0	0	1.0
3501	mypy-boto3-savingsplans	notp	1314089	1	1	1	0	0	1.0
3502	mypy-boto3-kendra-ranking	notp	1313911	1	1	1	0	0	1.0
3503	azure-mgmt-scheduler	notp	1313753	3	3	0	3	0	0.0
3504	mypy-boto3-panorama	notp	1313648	1	1	1	0	0	1.0
3505	dataset	notp	1313582						
3506	mypy-boto3-neptunedata	notp	1313263	1	1	1	0	0	1.0
3507	mypy-boto3-sagemaker-geospatial	notp	1313255	1	1	1	0	0	1.0
3508	mypy-boto3-evidently	notp	1313157	1	1	1	0	0	1.0
3509	mypy-boto3-migration-hub-refactor-spaces	notp	1313141	1	1	1	0	0	1.0
3510	types-babel	notp	1312777						
3511	mypy-boto3-appstream	notp	1312770	1	1	1	0	0	1.0
3512	ansiwrap	notp	1312640						
3513	mypy-boto3-servicediscovery	notp	1312251	1	1	1	0	0	1.0
3514	mypy-boto3-pinpoint-sms-voice	notp	1312079	1	1	1	0	0	1.0
3515	mypy-boto3-iotevents	notp	1311936	1	1	1	0	0	1.0
3516	mypy-boto3-migrationhuborchestrator	notp	1311689	1	1	1	0	0	1.0
3517	mypy-boto3-directconnect	notp	1311682	1	1	1	0	0	1.0
3518	mypy-boto3-kinesis-video-webrtc-storage	notp	1311621	1	1	1	0	0	1.0
3519	mypy-boto3-sagemaker-featurestore-runtime	notp	1311556	1	1	1	0	0	1.0
3520	mypy-boto3-compute-optimizer	notp	1311317	1	1	1	0	0	1.0
3521	mypy-boto3-connect-contact-lens	notp	1311042	1	1	1	0	0	1.0
3522	mypy-boto3-managedblockchain	notp	1310518	1	1	1	0	0	1.0
3523	mypy-boto3-workmail	notp	1310503	1	1	1	0	0	1.0
3524	mypy-boto3-ecr-public	notp	1309961	1	1	1	0	0	1.0
3525	mypy-boto3-kinesis-video-archived-media	notp	1309760	1	1	1	0	0	1.0
3526	mypy-boto3-neptune	notp	1309535	1	1	1	0	0	1.0
3527	mypy-boto3-marketplace-entitlement	notp	1309389	1	1	1	0	0	1.0
3528	azure-mgmt-hanaonazure	notp	1309272						
3529	mypy-boto3-chime-sdk-messaging	notp	1308882	1	1	1	0	0	1.0
3530	mypy-boto3-globalaccelerator	notp	1308712	1	1	1	0	0	1.0
3531	mypy-boto3-datasync	notp	1308643	1	1	1	0	0	1.0
3532	mypy-boto3-budgets	notp	1308179	1	1	1	0	0	1.0
3533	alibabacloud-tea-xml	notp	1308119						
3534	azure-mgmt-machinelearningcompute	notp	1308109						
3535	mypy-boto3-application-signals	notp	1308107	1	1	1	0	0	1.0
3536	azure-mgmt-managementpartner	notp	1308100						
3537	mypy-boto3-route53domains	notp	1307989	1	1	1	0	0	1.0
3538	mypy-boto3-chime-sdk-meetings	notp	1307685	1	1	1	0	0	1.0
3539	airportsdata	tp	1306821						
3540	mypy-boto3-controltower	notp	1306780	1	1	1	0	0	1.0
3541	mypy-boto3-supplychain	notp	1306725	1	1	1	0	0	1.0
3542	mypy-boto3-payment-cryptography-data	notp	1306646	1	1	1	0	0	1.0
3543	gender-guesser	notp	1306584						
3544	mypy-boto3-resource-groups	notp	1305765	1	1	1	0	0	1.0
3545	mypy-boto3-codeguru-security	notp	1305522	1	1	1	0	0	1.0
3546	mypy-boto3-snowball	notp	1305325	1	1	1	0	0	1.0
3547	mypy-boto3-iotdeviceadvisor	notp	1305160	1	1	1	0	0	1.0
3548	mypy-boto3-connectcampaigns	notp	1304684	1	1	1	0	0	1.0
3549	snapshot-restore-py	notp	1304560						
3550	codetiming	notp	1304390	1	1	0	1	0	0.0
3551	mypy-boto3-kafkaconnect	notp	1304226	1	1	1	0	0	1.0
3552	mypy-boto3-drs	notp	1303750	1	1	1	0	0	1.0
3553	sparse	notp	1303667	2	2	2	0	0	1.0
3554	mypy-boto3-groundstation	notp	1303345	1	1	1	0	0	1.0
3555	mypy-boto3-verifiedpermissions	notp	1303233	1	1	1	0	0	1.0
3556	streamlit-aggrid	notp	1303170	3	3	2	1	0	0.6666666666666666
3557	mypy-boto3-amp	notp	1302899	1	1	1	0	0	1.0
3558	mypy-boto3-sso-oidc	notp	1302592	1	1	1	0	0	1.0
3559	mypy-boto3-auditmanager	notp	1302366	1	1	1	0	0	1.0
3560	mypy-boto3-redshift-serverless	notp	1301599	1	1	1	0	0	1.0
3561	application-properties	notp	1301581	4	4	1	3	0	0.25
3562	rapidocr	notp	1301525	11	11	7	4	0	0.6363636363636364
3563	pyudev	notp	1301414						
3564	mypy-boto3-resource-explorer-2	notp	1301403	1	1	1	0	0	1.0
3565	mypy-boto3-internetmonitor	notp	1301399	1	1	1	0	0	1.0
3566	mypy-boto3-route53-recovery-control-config	notp	1301278	1	1	1	0	0	1.0
3567	azure-mgmt-devspaces	notp	1300770	4	4	1	3	0	0.25
3568	csv-diff	tp	1300683	2	2	1	1	0	0.5
3569	mypy-boto3-detective	notp	1300675	1	1	1	0	0	1.0
3570	mypy-boto3-rbin	notp	1299934	1	1	1	0	0	1.0
3571	mypy-boto3-apprunner	notp	1299896	1	1	1	0	0	1.0
3572	azure-servicemanagement-legacy	notp	1299890	2	2	1	1	0	0.5
3573	mypy-boto3-pipes	notp	1299717	1	1	1	0	0	1.0
3574	mypy-boto3-opensearchserverless	notp	1299245	1	1	1	0	0	1.0
3575	cloudinary	notp	1298647	3	3	2	1	0	0.6666666666666666
3576	ida-hcli	tp	1298601	17	17	9	8	0	0.5294117647058824
3577	mypy-boto3-personalize	notp	1298520	1	1	1	0	0	1.0
3578	math-verify	notp	1298462						
3579	mypy-boto3-oam	notp	1298352	1	1	1	0	0	1.0
3580	mypy-boto3-personalize-runtime	notp	1298091	1	1	1	0	0	1.0
3581	mypy-boto3-mq	notp	1297907	1	1	1	0	0	1.0
3582	mypy-boto3-aiops	notp	1297867	1	1	1	0	0	1.0
3583	tentaclio-s3	notp	1297758						
3584	scikit-base	tp	1297290						
3585	mypy-boto3-kinesisanalyticsv2	notp	1297016	1	1	1	0	0	1.0
3586	mypy-boto3-pcs	notp	1296867	1	1	1	0	0	1.0
3587	mypy-boto3-networkmanager	notp	1296230	1	1	1	0	0	1.0
3588	mypy-boto3-partnercentral-selling	notp	1296208	1	1	1	0	0	1.0
3589	matminer	notp	1295967	10	10	9	1	0	0.9
3590	equinox	notp	1295898	4	4	2	2	0	0.5
3591	semantic-link-labs	notp	1295764	4	4	1	3	0	0.25
3592	mypy-boto3-arc-zonal-shift	notp	1295457	1	1	1	0	0	1.0
3593	mypy-boto3-amplify	notp	1295195	1	1	1	0	0	1.0
3594	langchain-chroma	tp	1295134	4	4	3	1	0	0.75
3595	mypy-boto3-taxsettings	notp	1294283	1	1	1	0	0	1.0
3596	mypy-boto3-ivs	notp	1294144	1	1	1	0	0	1.0
3597	secure	notp	1294134						
3598	mypy-boto3-b2bi	notp	1293942	1	1	1	0	0	1.0
3599	mypy-boto3-ssm-sap	notp	1293784	1	1	1	0	0	1.0
3600	mypy-boto3-lexv2-models	notp	1293683	1	1	1	0	0	1.0
3601	starlette-exporter	notp	1293414	2	2	1	1	0	0.5
3602	mypy-boto3-gameliftstreams	notp	1293337	1	1	1	0	0	1.0
3603	businesstimedelta	notp	1292420	2	2	2	0	0	1.0
3604	cron-validator	notp	1292327						
3605	mypy-boto3-emr-containers	notp	1292309	1	1	1	0	0	1.0
3606	mypy-boto3-omics	notp	1292108	1	1	1	0	0	1.0
3607	mypy-boto3-geo-places	notp	1291887	1	1	1	0	0	1.0
3608	mypy-boto3-bedrock-data-automation-runtime	notp	1291773	1	1	1	0	0	1.0
3609	mypy-boto3-finspace	notp	1291727	1	1	1	0	0	1.0
3610	mypy-boto3-chime-sdk-media-pipelines	notp	1291690	1	1	1	0	0	1.0
3611	cmaes	tp	1291393	1	1	1	0	0	1.0
3612	mypy-boto3-rum	notp	1291301	1	1	1	0	0	1.0
3613	mypy-boto3-lookoutequipment	notp	1291199	1	1	1	0	0	1.0
3614	mypy-boto3-mediaconnect	notp	1291161	1	1	1	0	0	1.0
3615	mypy-boto3-cost-optimization-hub	notp	1291029	1	1	1	0	0	1.0
3616	mypy-boto3-mwaa	notp	1290959	1	1	1	0	0	1.0
3617	mypy-boto3-cloudhsmv2	notp	1290893	1	1	1	0	0	1.0
3618	dvc-objects	tp	1290846	2	2	0	2	0	0.0
3619	mypy-boto3-rolesanywhere	notp	1290678	1	1	1	0	0	1.0
3620	mypy-boto3-connectparticipant	notp	1290312	1	1	1	0	0	1.0
3621	pyvers	tp	1289459						
3622	fastprogress	notp	1289250	2	2	0	2	0	0.0
3623	mypy-boto3-rtbfabric	notp	1288686	1	1	1	0	0	1.0
3624	mypy-boto3-securitylake	notp	1287997	1	1	1	0	0	1.0
3625	mypy-boto3-odb	notp	1287861	1	1	1	0	0	1.0
3626	mypy-boto3-customer-profiles	notp	1287817	1	1	1	0	0	1.0
3627	mypy-boto3-license-manager-user-subscriptions	notp	1287765	1	1	1	0	0	1.0
3628	mypy-boto3-managedblockchain-query	notp	1287473	1	1	1	0	0	1.0
3629	os-service-types	notp	1287351	2	2	1	1	0	0.5
3630	azure-applicationinsights	notp	1286732						
3631	mypy-boto3-ivschat	notp	1286684	1	1	1	0	0	1.0
3632	mypy-boto3-qconnect	notp	1286598	1	1	1	0	0	1.0
3633	mypy-boto3-m2	notp	1286407	1	1	1	0	0	1.0
3634	types-boto3-full	notp	1286196	1	1	1	0	0	1.0
3635	openapi-python-client	tp	1286113	10	10	6	4	0	0.6
3636	marshmallow-jsonschema	notp	1286026						
3637	aws-kinesis-agg	notp	1285384						
3638	grpcio-testing	notp	1285379	2	2	0	2	0	0.0
3639	mypy-boto3-pi	notp	1285303	1	1	1	0	0	1.0
3640	mypy-boto3-lightsail	notp	1284997	1	1	1	0	0	1.0
3641	mypy-boto3-invoicing	notp	1284821	1	1	1	0	0	1.0
3642	dagster-docker	notp	1284741						
3643	mypy-boto3-pinpoint-sms-voice-v2	notp	1284203	1	1	1	0	0	1.0
3644	mypy-boto3-macie2	notp	1284039	1	1	1	0	0	1.0
3645	mypy-boto3-workspaces-thin-client	notp	1283930	1	1	1	0	0	1.0
3646	mypy-boto3-mailmanager	notp	1283799	1	1	1	0	0	1.0
3647	mypy-boto3-security-ir	notp	1283791	1	1	1	0	0	1.0
3648	awkward	tp	1283781	6	6	4	2	0	0.6666666666666666
3649	spinners	notp	1283246	1	1	0	1	0	0.0
3650	mypy-boto3-iotsitewise	notp	1282597	1	1	1	0	0	1.0
3651	mypy-boto3-keyspaces	notp	1282554	1	1	1	0	0	1.0
3652	psygnal	tp	1282543						
3653	mypy-boto3-iotwireless	notp	1282453	1	1	1	0	0	1.0
3654	mypy-boto3-network-firewall	notp	1281740	1	1	1	0	0	1.0
3655	mypy-boto3-healthlake	notp	1281652	1	1	1	0	0	1.0
3656	mypy-boto3-observabilityadmin	notp	1281472	1	1	1	0	0	1.0
3657	mypy-boto3-timestream-influxdb	notp	1281299	1	1	1	0	0	1.0
3658	jsonmerge	notp	1281266						
3659	mypy-boto3-inspector2	notp	1281073	1	1	1	0	0	1.0
3660	pytest-lazy-fixture	notp	1280740	1	1	1	0	0	1.0
3661	mypy-boto3-artifact	notp	1280445	1	1	1	0	0	1.0
3662	mypy-boto3-chatbot	notp	1280093	1	1	1	0	0	1.0
3663	mypy-boto3-cleanroomsml	notp	1280063	1	1	1	0	0	1.0
3664	mypy-boto3-medical-imaging	notp	1279595	1	1	1	0	0	1.0
3665	mypy-boto3-codeconnections	notp	1279526	1	1	1	0	0	1.0
3666	mypy-boto3-iot-managed-integrations	notp	1277871	1	1	1	0	0	1.0
3667	yt-dlp-ejs	tp	1277800						
3668	types-defusedxml	notp	1277497						
3669	sklearn-compat	tp	1276884	1	1	1	0	0	1.0
3670	mypy-boto3-polly	notp	1276747	1	1	1	0	0	1.0
3671	mypy-boto3-controlcatalog	notp	1276743	1	1	1	0	0	1.0
3672	opentelemetry-resourcedetector-kubernetes	notp	1276328						
3673	tach	tp	1276022	9	9	2	7	0	0.2222222222222222
3674	path	notp	1275798						
3675	mypy-boto3-entityresolution	notp	1275546	1	1	1	0	0	1.0
3676	clize	notp	1275306						
3677	od	notp	1274927						
3678	mypy-boto3-workspaces-instances	notp	1274187	1	1	1	0	0	1.0
3679	mypy-boto3-resiliencehub	notp	1273728	1	1	1	0	0	1.0
3680	mypy-boto3-inspector-scan	notp	1273637	1	1	1	0	0	1.0
3681	langchain-tests	tp	1273567	12	12	6	6	0	0.5
3682	mypy-boto3-iotfleetwise	notp	1273301	1	1	1	0	0	1.0
3683	certvalidator	notp	1273182	2	2	0	2	0	0.0
3684	mypy-boto3-s3vectors	notp	1273114	1	1	1	0	0	1.0
3685	mypy-boto3-geo-maps	notp	1272895	1	1	1	0	0	1.0
3686	mypy-boto3-osis	notp	1272796	1	1	1	0	0	1.0
3687	mypy-boto3-outposts	notp	1272542	1	1	1	0	0	1.0
3688	lm-eval	tp	1272019	15	15	6	9	0	0.4
3689	lsprotocol	notp	1271445	2	2	2	0	0	1.0
3690	breathe	tp	1271428	1	1	1	0	0	1.0
3691	mypy-boto3-bcm-data-exports	notp	1271292	1	1	1	0	0	1.0
3692	mypy-boto3-marketplace-deployment	notp	1271079	1	1	1	0	0	1.0
3693	mypy-boto3-arc-region-switch	notp	1270835	1	1	1	0	0	1.0
3694	mypy-boto3-bcm-recommended-actions	notp	1270209	1	1	1	0	0	1.0
3695	mypy-boto3-notifications	notp	1270175	1	1	1	0	0	1.0
3696	mypy-boto3-trustedadvisor	notp	1269853	1	1	1	0	0	1.0
3697	mypy-boto3-marketplace-reporting	notp	1269712	1	1	1	0	0	1.0
3698	phono3py	notp	1269428	7	7	4	3	0	0.5714285714285714
3699	svgwrite	notp	1269399						
3700	pyvmomi	notp	1269394						
3701	log-symbols	notp	1268219	2	2	0	2	0	0.0
3702	pyspark-hnsw	notp	1268149						
3703	mypy-boto3-chime-sdk-voice	notp	1267734	1	1	1	0	0	1.0
3704	mypy-boto3-geo-routes	notp	1267107	1	1	1	0	0	1.0
3705	mypy-boto3-fis	notp	1266459	1	1	1	0	0	1.0
3706	textparser	notp	1265903						
3707	mypy-boto3-evs	notp	1264648	1	1	1	0	0	1.0
3708	mypy-boto3-bcm-pricing-calculator	notp	1264603	1	1	1	0	0	1.0
3709	mypy-boto3-cloudfront-keyvaluestore	notp	1264542	1	1	1	0	0	1.0
3710	mypy-boto3-backupsearch	notp	1264386	1	1	1	0	0	1.0
3711	mypy-boto3-memorydb	notp	1263870	1	1	1	0	0	1.0
3712	roman	notp	1263621						
3713	growthbook	notp	1263162	7	7	4	3	0	0.5714285714285714
3714	mypy-boto3-ssm-quicksetup	notp	1262557	1	1	1	0	0	1.0
3715	mypy-boto3-billing	notp	1262556	1	1	1	0	0	1.0
3716	pytest-flask	tp	1262488	3	3	3	0	0	1.0
3717	mypy-boto3-keyspacesstreams	notp	1262219	1	1	1	0	0	1.0
3718	mypy-boto3-freetier	notp	1262172	1	1	1	0	0	1.0
3719	mypy-boto3-socialmessaging	notp	1262097	1	1	1	0	0	1.0
3720	mypy-boto3-marketplace-agreement	notp	1261990	1	1	1	0	0	1.0
3721	mypy-boto3-neptune-graph	notp	1260952	1	1	1	0	0	1.0
3722	envs	notp	1260784						
3723	mypy-boto3-connectcampaignsv2	notp	1260672	1	1	1	0	0	1.0
3724	mypy-boto3-eks-auth	notp	1260648	1	1	1	0	0	1.0
3725	mypy-boto3-repostspace	notp	1259053	1	1	1	0	0	1.0
3726	mypy-boto3-pca-connector-ad	notp	1258991	1	1	1	0	0	1.0
3727	mypy-boto3-route53profiles	notp	1258738	1	1	1	0	0	1.0
3728	mypy-boto3-networkmonitor	notp	1258398	1	1	1	0	0	1.0
3729	mypy-boto3-launch-wizard	notp	1258346	1	1	1	0	0	1.0
3730	mypy-boto3-ds-data	notp	1258137	1	1	1	0	0	1.0
3731	mypy-boto3-bcm-dashboards	notp	1257806	1	1	1	0	0	1.0
3732	mypy-boto3-nova-act	notp	1257742	1	1	1	0	0	1.0
3733	mypy-boto3-partnercentral-account	notp	1257361	1	1	1	0	0	1.0
3734	mypy-boto3-mwaa-serverless	notp	1257329	1	1	1	0	0	1.0
3735	pymarkdownlnt	tp	1257042	4	4	1	3	0	0.25
3736	lazy-imports	tp	1256844						
3737	mypy-boto3-pca-connector-scep	notp	1256346	1	1	1	0	0	1.0
3738	mypy-boto3-ssm-guiconnect	notp	1255817	1	1	1	0	0	1.0
3739	mypy-boto3-wickr	notp	1254938	1	1	1	0	0	1.0
3740	mypy-boto3-notificationscontacts	notp	1254687	1	1	1	0	0	1.0
3741	mypy-boto3-qapps	notp	1254625	1	1	1	0	0	1.0
3742	mypy-boto3-networkflowmonitor	notp	1254151	1	1	1	0	0	1.0
3743	skl2onnx	tp	1253156	2	2	2	0	0	1.0
3744	julius	notp	1252917						
3745	flake8-noqa	notp	1251355	2	2	1	1	0	0.5
3746	google-search-results	notp	1250089						
3747	awacs	notp	1249950						
3748	mypy-boto3-signin	notp	1249557	1	1	1	0	0	1.0
3749	pyxdg	notp	1249469						
3750	apache-airflow-providers-jdbc	notp	1249241	4	4	0	4	0	0.0
3751	mypy-boto3-mpa	notp	1248135	1	1	1	0	0	1.0
3752	mypy-boto3-compute-optimizer-automation	notp	1247818	1	1	1	0	0	1.0
3753	x-transformers	notp	1246747	5	5	2	3	0	0.4
3754	docker-compose	notp	1246534						
3755	tableauhyperapi	notp	1246517	1	1	0	1	0	0.0
3756	python-barcode	notp	1245565						
3757	types-passlib	notp	1245365						
3758	jsf	notp	1245179	6	6	4	2	0	0.6666666666666666
3759	flupy	notp	1244377	1	1	1	0	0	1.0
3760	mitmproxy-linux	notp	1244030						
3761	mypy-boto3-partnercentral-benefits	notp	1243959	1	1	1	0	0	1.0
3762	mypy-boto3-partnercentral-channel	notp	1243844	1	1	1	0	0	1.0
3763	mypy-boto3-route53globalresolver	notp	1243240	1	1	1	0	0	1.0
3764	aws-lambda-typing	notp	1242568	1	1	1	0	0	1.0
3765	requests-auth-aws-sigv4	notp	1242034						
3766	django-two-factor-auth	notp	1241707	5	5	1	4	0	0.2
3767	dvc-render	tp	1240651						
3768	pkce	notp	1238784						
3769	coveralls	tp	1238024	3	3	2	1	0	0.6666666666666666
3770	pretty-html-table	notp	1237629						
3771	opentelemetry-instrumentation-pymemcache	notp	1235926	4	4	0	4	0	0.0
3772	mpi4py	tp	1235925						
3773	prefect-dbt	tp	1235575	4	4	2	2	0	0.5
3774	django-reversion	notp	1234710	1	1	0	1	0	0.0
3775	dvc-studio-client	tp	1234003	3	3	2	1	0	0.6666666666666666
3776	locust-plugins	notp	1233853	2	2	1	1	0	0.5
3777	sqlalchemy-trino	notp	1233088						
3778	vercel-runtime	tp	1232986						
3779	oci-cli	notp	1231776						
3780	lunardate	notp	1231576						
3781	livekit-plugins-openai	notp	1231264	2	2	0	2	0	0.0
3782	prefect-azure	tp	1231090	7	7	3	4	0	0.42857142857142855
3783	apify-client	tp	1227707	4	4	2	2	0	0.5
3784	pyglet	notp	1226852						
3785	paddlepaddle	notp	1225571	9	9	4	5	0	0.4444444444444444
3786	junit2html	notp	1225295	1	1	1	0	0	1.0
3787	opentelemetry-resourcedetector-docker	notp	1225260						
3788	djangorestframework-dataclasses	notp	1224978	3	3	2	1	0	0.6666666666666666
3789	adyen	notp	1222386						
3790	sqltrie	tp	1222279	3	3	2	1	0	0.6666666666666666
3791	mplcursors	notp	1221500	2	2	1	1	0	0.5
3792	livekit-blingfire	notp	1221374						
3793	nibabel	tp	1220964	4	4	3	1	0	0.75
3794	open3d	notp	1220691	17	17	11	6	0	0.6470588235294118
3795	pyngrok	notp	1219518	1	1	0	1	0	0.0
3796	async-stripe	notp	1219245	2	2	1	1	0	0.5
3797	ezdxf	notp	1219005	4	4	3	1	0	0.75
3798	b2luigi	notp	1218812	8	8	2	6	0	0.25
3799	west	tp	1218525	4	4	1	3	0	0.25
3800	openstacksdk	notp	1217465	14	14	3	11	0	0.21428571428571427
3801	django-vite	tp	1216148	1	1	0	1	0	0.0
3802	http-ece	notp	1215678	1	1	1	0	0	1.0
3803	braintrust-core	notp	1213655						
3804	pytest-durations	notp	1213197	1	1	1	0	0	1.0
3805	types-unidiff	notp	1213022						
3806	flask-oidc	tp	1211161	4	4	4	0	0	1.0
3807	openevals	tp	1210513	4	4	3	1	0	0.75
3808	y-py	notp	1210159						
3809	fcache	notp	1210071	1	1	1	0	0	1.0
3810	dvc-task	tp	1207254	5	5	0	5	0	0.0
3811	opentelemetry-instrumentation-aiopg	notp	1206448	4	4	0	4	0	0.0
3812	kedro-datasets	notp	1203140	3	3	2	1	0	0.6666666666666666
3813	kconfiglib	tp	1202907						
3814	dvc-http	tp	1202212	2	2	0	2	0	0.0
3815	dagster-dg-cli	notp	1202161						
3816	lintrunner	notp	1200529						
3817	palettable	notp	1199669						
3818	testtools	tp	1199594						
3819	camoufox	notp	1199492	15	15	8	7	0	0.5333333333333333
3820	sagemaker-schema-inference-artifacts	notp	1198616	1	1	0	1	0	0.0
3821	nbsphinx	tp	1198206	6	6	5	1	0	0.8333333333333334
3822	dropbox-sign	notp	1198043	4	4	3	1	0	0.75
3823	django-ses	tp	1197328	4	4	0	4	0	0.0
3824	pdbpp	notp	1197275	2	2	0	2	0	0.0
3825	django-waffle	notp	1196664	1	1	0	1	0	0.0
3826	pylink-square	notp	1196620	2	2	0	2	0	0.0
3827	propka	notp	1196547						
3828	cerebras-cloud-sdk	notp	1195584	6	6	3	3	0	0.5
3829	torch-geometric	notp	1195490	9	9	6	3	0	0.6666666666666666
3830	mistletoe	notp	1194866						
3831	pyexcel-xlsx	tp	1194696	2	2	1	1	0	0.5
3832	openlit	notp	1194445	28	27	5	22	0	0.18518518518518517
3833	flask-smorest	tp	1193650	5	5	5	0	0	1.0
3834	deepagents	tp	1192125	5	5	5	0	0	1.0
3835	pystac	tp	1191147	1	1	0	1	0	0.0
3836	pydicom	tp	1191100						
3837	pycld2	tp	1191002						
3838	highspy	tp	1189988	1	1	1	0	0	1.0
3839	apify-shared	tp	1189728						
3840	jsmin	notp	1186799						
3841	opentelemetry-instrumentation-cassandra	notp	1186754	4	4	0	4	0	0.0
3842	unleashclient	tp	1186003	9	9	3	6	0	0.3333333333333333
3843	casbin	notp	1184969	1	1	0	1	0	0.0
3844	pdb2pqr	notp	1184480	5	5	2	3	0	0.4
3845	opentelemetry-test-utils	notp	1184318	3	3	0	3	0	0.0
3846	mmcif-pdbx	notp	1184310						
3847	outlines	notp	1183596	10	10	7	3	0	0.7
3848	evergreen-py	notp	1183486	8	8	6	2	0	0.75
3849	pylint-pydantic	notp	1182533	3	3	2	1	0	0.6666666666666666
3850	session-info	notp	1182421	1	1	1	0	0	1.0
3851	imagecodecs	notp	1181939	1	1	1	0	0	1.0
3852	miscreant	notp	1181627						
3853	pytest-docker	notp	1181569	2	2	2	0	0	1.0
3854	flask-marshmallow	tp	1181265	2	2	2	0	0	1.0
3855	gto	tp	1180072	10	10	4	6	0	0.4
3856	flask-debugtoolbar	tp	1179168	1	1	1	0	0	1.0
3857	google-cloud-pipeline-components	tp	1178489	4	4	4	0	0	1.0
3858	types-requests-oauthlib	notp	1178302	2	2	0	2	0	0.0
